Ana;Efectivo;342.22
Jorge;Bizum;1637.65
Teresa;Efectivo;1492.33
Pedro;Efectivo;397.69
Luis;Efectivo;1561.7
Pedro;Bizum;961.32
Lucía;Efectivo;1557.93
Elena;Efectivo;562.67
María;Efectivo;1753.21
Teresa;Bizum;1020.19
Lucía;Tarjeta de Crédito;338.81
Luis;Efectivo;607.98
Raúl;Bizum;879.54
Marta;Bizum;1511.77
Roberto;Bizum;1004.93
Laura;Bizum;1932.18
Laura;Efectivo;1187.89
Roberto;Bizum;554.03
Roberto;Tarjeta de Crédito;1100.91
Diego;Tarjeta de Crédito;1497.81
Roberto;Tarjeta de Crédito;655.32
Miguel;Tarjeta de Crédito;657.04
Juan;Efectivo;224.43
Pedro;Tarjeta de Crédito;106.85
Diego;Tarjeta de Crédito;77.2
Teresa;Tarjeta de Crédito;1978.95
Teresa;Tarjeta de Crédito;1699.72
Luis;Bizum;25.64
Pedro;Tarjeta de Crédito;1867.9
Jorge;Tarjeta de Crédito;1531.92
Carmen;Tarjeta de Crédito;675.42
Elena;Bizum;999.89
Carlos;Bizum;697.55
Diego;Bizum;306.81
Carmen;Efectivo;362.86
Diego;Efectivo;429.0
Juan;Tarjeta de Crédito;1507.07
Laura;Tarjeta de Crédito;1948.13
Roberto;Efectivo;1052.18
Antonio;Efectivo;1670.81
Luis;Bizum;1248.35
Carmen;Efectivo;1621.04
Raúl;Efectivo;1022.58
Marta;Tarjeta de Crédito;465.54
Sofía;Bizum;60.75
Juan;Efectivo;1867.03
Ana;Efectivo;1845.41
Miguel;Efectivo;560.6
Pedro;Tarjeta de Crédito;73.57
Laura;Bizum;1947.05
María;Tarjeta de Crédito;1862.09
Carmen;Tarjeta de Crédito;328.61
Sofía;Bizum;100.82
Isabel;Efectivo;257.92
Isabel;Bizum;744.18
Sofía;Efectivo;892.65
Carmen;Tarjeta de Crédito;820.69
María;Bizum;454.09
Roberto;Tarjeta de Crédito;1718.45
Juan;Efectivo;315.92
Luis;Tarjeta de Crédito;1201.23
Diego;Bizum;1091.57
Ana;Bizum;1345.62
Marta;Tarjeta de Crédito;581.17
Carlos;Efectivo;901.14
Laura;Bizum;608.18
Miguel;Tarjeta de Crédito;254.88
Teresa;Efectivo;1258.88
Elena;Bizum;280.28
Juan;Efectivo;1570.05
Diego;Efectivo;1275.6
Lucía;Bizum;1169.95
Ana;Efectivo;155.29
Teresa;Efectivo;510.62
Juan;Tarjeta de Crédito;48.38
Miguel;Efectivo;1016.1
Antonio;Tarjeta de Crédito;374.99
Lucía;Bizum;769.68
Diego;Bizum;1255.05
Sofía;Tarjeta de Crédito;1566.57
Lucía;Bizum;1868.48
Raúl;Bizum;1649.06
Miguel;Tarjeta de Crédito;47.04
Lucía;Efectivo;1580.49
Antonio;Efectivo;917.3
Raúl;Efectivo;264.37
Lucía;Bizum;1668.17
Raúl;Bizum;97.6
Elena;Bizum;676.77
Isabel;Bizum;1547.86
Sofía;Efectivo;1011.89
Diego;Efectivo;22.31
Roberto;Tarjeta de Crédito;1901.44
Ana;Bizum;282.78
Miguel;Tarjeta de Crédito;1485.94
Diego;Bizum;1145.46
Pedro;Bizum;1242.71
Sofía;Bizum;980.2
Isabel;Efectivo;1762.94
Diego;Bizum;161.1
María;Tarjeta de Crédito;1430.52
Carlos;Tarjeta de Crédito;756.81
Carmen;Bizum;1821.41
Ana;Tarjeta de Crédito;1035.93
Isabel;Tarjeta de Crédito;894.53
Antonio;Tarjeta de Crédito;1725.06
Isabel;Tarjeta de Crédito;601.56
Marta;Bizum;639.93
Diego;Efectivo;476.43
Jorge;Tarjeta de Crédito;1925.51
Roberto;Bizum;819.61
Roberto;Tarjeta de Crédito;942.84
Carmen;Efectivo;1999.43
Roberto;Tarjeta de Crédito;110.84
Antonio;Tarjeta de Crédito;1219.68
Laura;Efectivo;183.55
Luis;Bizum;1876.26
Sofía;Bizum;1019.47
Carmen;Bizum;1244.06
Isabel;Efectivo;1171.16
Miguel;Tarjeta de Crédito;150.15
María;Tarjeta de Crédito;118.18
Isabel;Efectivo;1723.14
Jorge;Tarjeta de Crédito;361.69
Teresa;Efectivo;704.91
Ana;Tarjeta de Crédito;977.12
Diego;Efectivo;885.69
Laura;Bizum;883.62
Elena;Efectivo;1839.86
Marta;Bizum;503.36
Diego;Efectivo;1066.56
Isabel;Efectivo;472.29
Elena;Efectivo;1700.69
Juan;Tarjeta de Crédito;1617.91
Sofía;Efectivo;1562.59
Laura;Bizum;1697.45
Raúl;Tarjeta de Crédito;883.67
Sofía;Tarjeta de Crédito;475.23
Isabel;Tarjeta de Crédito;1000.47
Carmen;Tarjeta de Crédito;1992.65
Juan;Efectivo;505.68
Miguel;Efectivo;1509.97
Isabel;Tarjeta de Crédito;1069.89
Elena;Bizum;22.65
Jorge;Tarjeta de Crédito;782.98
Jorge;Tarjeta de Crédito;1661.22
Antonio;Tarjeta de Crédito;710.33
Sofía;Tarjeta de Crédito;276.58
Sofía;Bizum;312.4
Roberto;Bizum;1744.86
Juan;Bizum;767.43
Luis;Tarjeta de Crédito;233.83
Roberto;Efectivo;847.2
Marta;Efectivo;1192.24
Isabel;Tarjeta de Crédito;1093.63
Elena;Efectivo;439.49
Carmen;Bizum;1456.28
Diego;Efectivo;791.38
Carmen;Tarjeta de Crédito;1740.07
Laura;Efectivo;532.76
Antonio;Tarjeta de Crédito;1225.14
Lucía;Bizum;415.57
Antonio;Efectivo;1829.32
Roberto;Tarjeta de Crédito;1713.9
Isabel;Efectivo;999.22
Antonio;Bizum;1151.51
Elena;Bizum;97.19
Carlos;Bizum;97.53
Elena;Tarjeta de Crédito;1213.15
Miguel;Bizum;9.23
Carmen;Bizum;1757.97
Laura;Bizum;1961.0
Ana;Tarjeta de Crédito;77.69
Lucía;Tarjeta de Crédito;16.99
Carlos;Tarjeta de Crédito;774.2
Isabel;Efectivo;1412.73
Jorge;Efectivo;1135.87
Pedro;Bizum;1142.42
Teresa;Bizum;672.82
María;Tarjeta de Crédito;396.52
Miguel;Efectivo;1962.52
Pedro;Tarjeta de Crédito;791.23
Pedro;Bizum;212.03
Raúl;Efectivo;1504.63
Pedro;Efectivo;1565.35
Diego;Bizum;1271.99
Lucía;Bizum;1204.69
Miguel;Bizum;251.0
Lucía;Efectivo;1833.97
Jorge;Tarjeta de Crédito;1793.21
Jorge;Tarjeta de Crédito;1567.42
Lucía;Bizum;609.23
Carlos;Bizum;1016.0
Raúl;Bizum;1825.8
Roberto;Tarjeta de Crédito;1847.04
Carlos;Bizum;496.46
Pedro;Efectivo;1620.75
Laura;Efectivo;294.86
Carmen;Efectivo;803.64
Roberto;Tarjeta de Crédito;101.71
Elena;Bizum;558.11
Laura;Tarjeta de Crédito;629.24
Roberto;Tarjeta de Crédito;1243.34
Raúl;Efectivo;1348.16
Jorge;Tarjeta de Crédito;1256.96
Elena;Efectivo;1681.56
Isabel;Bizum;312.12
Carlos;Efectivo;1045.62
Pedro;Tarjeta de Crédito;61.68
Marta;Efectivo;1313.24
Marta;Bizum;1565.86
Carlos;Tarjeta de Crédito;1073.17
Carlos;Tarjeta de Crédito;1106.9
Jorge;Efectivo;1360.73
Ana;Bizum;421.11
María;Tarjeta de Crédito;156.68
Luis;Efectivo;980.51
Isabel;Tarjeta de Crédito;1941.84
Elena;Efectivo;79.87
Isabel;Efectivo;924.55
Roberto;Bizum;1399.86
María;Tarjeta de Crédito;1503.95
Lucía;Bizum;99.3
Carlos;Tarjeta de Crédito;8.59
Juan;Bizum;1152.27
María;Efectivo;192.38
Antonio;Tarjeta de Crédito;1871.2
Ana;Efectivo;129.87
Elena;Tarjeta de Crédito;1727.2
Miguel;Bizum;810.5
Antonio;Tarjeta de Crédito;1748.36
Ana;Tarjeta de Crédito;1633.53
Miguel;Efectivo;519.79
Juan;Bizum;53.04
Juan;Bizum;1700.22
Miguel;Efectivo;426.12
Laura;Efectivo;1728.77
Teresa;Bizum;894.35
Miguel;Tarjeta de Crédito;1265.75
Raúl;Tarjeta de Crédito;413.82
Sofía;Efectivo;761.9
Luis;Efectivo;519.34
Pedro;Bizum;648.98
Sofía;Bizum;334.18
Luis;Efectivo;1782.99
Elena;Tarjeta de Crédito;829.16
Raúl;Tarjeta de Crédito;693.53
Juan;Bizum;873.06
Roberto;Bizum;1519.38
Roberto;Bizum;1154.98
Diego;Bizum;1155.04
Miguel;Bizum;1148.46
Teresa;Bizum;1988.87
Luis;Bizum;364.52
Teresa;Bizum;302.41
Marta;Bizum;220.19
Jorge;Tarjeta de Crédito;236.51
Diego;Efectivo;969.69
Marta;Bizum;1718.01
Carlos;Bizum;1355.62
Juan;Efectivo;1265.48
Lucía;Tarjeta de Crédito;783.07
Roberto;Tarjeta de Crédito;947.84
Miguel;Efectivo;1920.95
Luis;Tarjeta de Crédito;1645.93
Carmen;Efectivo;1939.53
Raúl;Efectivo;1797.72
Sofía;Bizum;1133.49
Pedro;Bizum;524.2
Teresa;Efectivo;1063.55
María;Bizum;1900.88
Raúl;Tarjeta de Crédito;1035.07
Ana;Tarjeta de Crédito;1676.28
Ana;Efectivo;484.34
Pedro;Bizum;441.06
Sofía;Bizum;252.26
Lucía;Bizum;1981.08
Teresa;Tarjeta de Crédito;384.32
Carlos;Bizum;390.02
Luis;Efectivo;962.6
Antonio;Tarjeta de Crédito;1353.06
Teresa;Tarjeta de Crédito;258.96
Juan;Bizum;455.51
Juan;Efectivo;441.8
Carlos;Tarjeta de Crédito;737.74
Laura;Bizum;1977.51
Isabel;Bizum;1758.49
Jorge;Efectivo;1648.76
María;Tarjeta de Crédito;1872.99
Isabel;Bizum;152.02
Lucía;Efectivo;1120.55
Sofía;Tarjeta de Crédito;397.43
Elena;Bizum;751.53
Carmen;Bizum;16.38
Marta;Bizum;120.85
Laura;Bizum;69.49
Raúl;Tarjeta de Crédito;849.52
Carmen;Tarjeta de Crédito;1203.17
Carlos;Efectivo;459.62
Roberto;Tarjeta de Crédito;1040.42
Teresa;Tarjeta de Crédito;948.37
Laura;Bizum;726.33
Diego;Tarjeta de Crédito;1237.43
Roberto;Bizum;1451.14
Miguel;Tarjeta de Crédito;654.21
María;Tarjeta de Crédito;550.05
Jorge;Tarjeta de Crédito;973.58
Sofía;Tarjeta de Crédito;809.47
Teresa;Tarjeta de Crédito;940.06
Marta;Efectivo;223.31
Sofía;Efectivo;1549.4
Isabel;Tarjeta de Crédito;557.97
Antonio;Tarjeta de Crédito;575.44
Teresa;Bizum;785.66
Miguel;Tarjeta de Crédito;1064.5
Carmen;Bizum;1627.83
Diego;Efectivo;321.69
Luis;Tarjeta de Crédito;686.2
Carlos;Efectivo;820.14
Raúl;Efectivo;1301.76
Roberto;Efectivo;836.88
Isabel;Tarjeta de Crédito;329.92
Luis;Tarjeta de Crédito;453.65
Ana;Tarjeta de Crédito;1678.01
Raúl;Bizum;1928.26
Roberto;Bizum;907.07
Isabel;Efectivo;1777.32
Juan;Bizum;627.38
Lucía;Efectivo;1602.44
Luis;Bizum;1017.99
María;Efectivo;1247.26
Pedro;Tarjeta de Crédito;491.61
Marta;Tarjeta de Crédito;275.96
Antonio;Efectivo;1957.04
Pedro;Tarjeta de Crédito;432.74
Miguel;Efectivo;1216.06
Marta;Tarjeta de Crédito;725.94
Miguel;Bizum;630.58
Laura;Efectivo;1136.82
Raúl;Efectivo;1538.23
Elena;Tarjeta de Crédito;1047.79
María;Bizum;757.58
Sofía;Bizum;218.37
Roberto;Tarjeta de Crédito;437.4
Carlos;Tarjeta de Crédito;4.18
Isabel;Efectivo;491.73
Carmen;Efectivo;1901.48
Carmen;Tarjeta de Crédito;1821.86
Pedro;Efectivo;540.31
Carlos;Bizum;1478.06
Elena;Efectivo;952.22
Teresa;Bizum;62.02
Elena;Efectivo;906.29
Raúl;Tarjeta de Crédito;166.06
Carmen;Bizum;1708.93
Diego;Tarjeta de Crédito;837.85
Sofía;Tarjeta de Crédito;613.45
Isabel;Bizum;541.33
María;Bizum;1161.71
Elena;Bizum;436.19
Ana;Tarjeta de Crédito;1309.79
Ana;Efectivo;1690.78
Juan;Bizum;722.72
Roberto;Efectivo;459.39
Antonio;Efectivo;930.66
Carmen;Bizum;490.65
Juan;Tarjeta de Crédito;564.58
Antonio;Bizum;113.68
Ana;Efectivo;1704.91
Raúl;Bizum;1419.84
Pedro;Efectivo;743.12
Miguel;Bizum;1597.46
Luis;Efectivo;1321.0
Jorge;Bizum;326.9
Juan;Efectivo;565.44
Carmen;Tarjeta de Crédito;76.94
Marta;Bizum;676.52
Teresa;Bizum;258.34
Teresa;Bizum;68.65
Teresa;Tarjeta de Crédito;1017.74
Lucía;Tarjeta de Crédito;1217.86
Carlos;Efectivo;1095.84
Pedro;Tarjeta de Crédito;788.95
Elena;Tarjeta de Crédito;1338.94
Isabel;Efectivo;1727.7
Carmen;Bizum;1910.19
Teresa;Efectivo;1156.95
Elena;Bizum;713.74
Miguel;Efectivo;158.76
Jorge;Tarjeta de Crédito;874.29
María;Tarjeta de Crédito;1597.01
Marta;Bizum;1876.08
Ana;Tarjeta de Crédito;1608.25
Miguel;Efectivo;779.75
Sofía;Efectivo;321.61
Laura;Bizum;1794.94
Elena;Bizum;1280.16
Carmen;Tarjeta de Crédito;1212.69
Isabel;Tarjeta de Crédito;1705.8
Luis;Efectivo;1156.21
Ana;Efectivo;974.06
Lucía;Efectivo;153.05
Teresa;Bizum;1838.93
Raúl;Efectivo;1789.17
Roberto;Tarjeta de Crédito;1750.79
María;Efectivo;70.98
Ana;Efectivo;48.98
Pedro;Efectivo;642.8
Teresa;Bizum;1561.11
Carlos;Tarjeta de Crédito;136.63
Raúl;Efectivo;1748.24
Isabel;Bizum;280.32
Laura;Tarjeta de Crédito;1199.93
Roberto;Tarjeta de Crédito;409.89
Elena;Bizum;1481.4
Elena;Tarjeta de Crédito;1001.59
Pedro;Tarjeta de Crédito;1377.75
Juan;Efectivo;1817.09
Carlos;Bizum;883.45
Lucía;Efectivo;951.31
Miguel;Efectivo;112.97
Carmen;Bizum;707.2
Laura;Efectivo;487.86
Lucía;Efectivo;1426.03
Jorge;Efectivo;221.01
Ana;Bizum;1128.6
Elena;Efectivo;1288.28
María;Bizum;1138.37
Raúl;Bizum;923.84
Luis;Bizum;963.16
Isabel;Efectivo;192.49
Lucía;Bizum;1948.88
María;Tarjeta de Crédito;1381.66
Diego;Bizum;1753.44
Elena;Efectivo;1150.5
Jorge;Tarjeta de Crédito;164.52
Raúl;Efectivo;559.28
Antonio;Tarjeta de Crédito;1199.59
Juan;Tarjeta de Crédito;242.01
Isabel;Tarjeta de Crédito;1721.47
Pedro;Bizum;930.94
Carlos;Bizum;1972.69
Diego;Bizum;1427.31
Laura;Efectivo;233.92
Laura;Bizum;354.43
Miguel;Bizum;880.58
Carlos;Bizum;136.12
Elena;Bizum;624.09
Isabel;Efectivo;529.57
Jorge;Bizum;512.73
Lucía;Efectivo;1904.11
Pedro;Bizum;1705.03
Roberto;Efectivo;731.06
Carlos;Bizum;592.88
Teresa;Bizum;465.03
Sofía;Efectivo;1714.28
María;Tarjeta de Crédito;1950.97
Isabel;Efectivo;988.66
Pedro;Tarjeta de Crédito;130.14
Ana;Efectivo;280.55
Pedro;Efectivo;110.75
Isabel;Efectivo;1554.7
Teresa;Tarjeta de Crédito;171.09
Juan;Bizum;778.46
Diego;Tarjeta de Crédito;690.85
Luis;Efectivo;1405.35
Isabel;Bizum;787.4
Sofía;Bizum;356.25
Pedro;Bizum;1735.07
María;Tarjeta de Crédito;1375.22
Carmen;Bizum;1009.72
Laura;Tarjeta de Crédito;1634.09
María;Tarjeta de Crédito;1983.27
Miguel;Efectivo;1797.62
Carmen;Efectivo;792.75
Teresa;Bizum;885.4
Isabel;Tarjeta de Crédito;1288.63
Luis;Bizum;34.87
Jorge;Efectivo;312.56
Roberto;Efectivo;1337.79
Antonio;Tarjeta de Crédito;1273.52
Lucía;Bizum;25.82
Diego;Efectivo;314.05
Isabel;Efectivo;393.96
Laura;Efectivo;354.03
Jorge;Efectivo;1244.61
Marta;Bizum;1343.83
Miguel;Tarjeta de Crédito;1434.03
Marta;Efectivo;613.72
Elena;Efectivo;1757.99
Pedro;Efectivo;1468.84
Lucía;Bizum;1737.76
Luis;Efectivo;1774.6
Diego;Tarjeta de Crédito;1830.74
Teresa;Bizum;189.83
Jorge;Tarjeta de Crédito;1311.87
Carlos;Efectivo;147.93
Juan;Tarjeta de Crédito;501.14
Elena;Tarjeta de Crédito;534.89
Marta;Tarjeta de Crédito;437.68
Roberto;Tarjeta de Crédito;528.33
Diego;Bizum;828.53
Juan;Efectivo;1029.56
Jorge;Tarjeta de Crédito;556.58
Juan;Bizum;932.5
Pedro;Tarjeta de Crédito;447.46
Laura;Efectivo;1435.58
Sofía;Bizum;1227.05
Miguel;Efectivo;461.52
Lucía;Efectivo;163.63
Antonio;Bizum;390.37
Carmen;Tarjeta de Crédito;1851.87
Sofía;Bizum;702.54
Ana;Efectivo;207.05
Teresa;Efectivo;810.43
Isabel;Efectivo;1154.97
Laura;Tarjeta de Crédito;929.64
Miguel;Efectivo;652.79
Laura;Efectivo;941.36
Pedro;Efectivo;1875.35
Ana;Tarjeta de Crédito;509.91
Carmen;Efectivo;504.21
Miguel;Efectivo;665.67
Lucía;Efectivo;137.57
Teresa;Efectivo;748.71
Ana;Efectivo;491.86
Miguel;Bizum;1871.19
Antonio;Efectivo;702.19
Ana;Efectivo;1725.66
Diego;Tarjeta de Crédito;1547.55
Marta;Tarjeta de Crédito;1277.11
Marta;Tarjeta de Crédito;715.16
Jorge;Bizum;1544.62
Jorge;Efectivo;1113.09
Roberto;Efectivo;1548.67
Juan;Bizum;435.01
Miguel;Efectivo;1660.57
Carmen;Tarjeta de Crédito;93.29
Elena;Efectivo;253.92
Marta;Tarjeta de Crédito;933.65
Luis;Bizum;250.63
Marta;Bizum;1695.92
Ana;Bizum;1524.99
Pedro;Tarjeta de Crédito;901.64
Raúl;Bizum;175.0
Marta;Tarjeta de Crédito;352.81
Pedro;Efectivo;140.13
Marta;Efectivo;927.51
Teresa;Tarjeta de Crédito;1329.44
Jorge;Bizum;1265.05
Lucía;Bizum;1778.61
Diego;Efectivo;1887.6
Teresa;Efectivo;666.03
Miguel;Efectivo;1744.37
María;Tarjeta de Crédito;1782.87
Marta;Efectivo;1117.03
Ana;Tarjeta de Crédito;544.5
Sofía;Tarjeta de Crédito;1845.68
Pedro;Efectivo;1994.87
Diego;Efectivo;754.93
Teresa;Efectivo;1174.63
Sofía;Efectivo;800.96
Miguel;Bizum;999.66
Jorge;Bizum;1001.24
Teresa;Tarjeta de Crédito;1502.7
Antonio;Efectivo;660.28
Lucía;Efectivo;556.19
Luis;Bizum;1772.45
Carmen;Efectivo;1939.83
Antonio;Efectivo;1117.69
Marta;Efectivo;1936.48
Marta;Tarjeta de Crédito;1353.98
Carmen;Tarjeta de Crédito;1605.27
Antonio;Tarjeta de Crédito;1051.48
Antonio;Bizum;1094.26
Juan;Efectivo;967.42
Marta;Tarjeta de Crédito;32.55
Jorge;Tarjeta de Crédito;1589.46
Juan;Bizum;425.64
Lucía;Tarjeta de Crédito;1091.29
María;Bizum;1635.25
Sofía;Tarjeta de Crédito;1967.35
Ana;Efectivo;1958.15
Sofía;Efectivo;1396.6
Luis;Bizum;1138.41
Carlos;Efectivo;1712.01
Sofía;Bizum;1580.86
Luis;Tarjeta de Crédito;1228.57
Sofía;Bizum;1849.39
Laura;Efectivo;496.6
María;Bizum;831.22
Laura;Bizum;367.43
Elena;Tarjeta de Crédito;1672.19
Roberto;Efectivo;437.78
Jorge;Tarjeta de Crédito;823.71
Sofía;Tarjeta de Crédito;1517.53
María;Bizum;435.22
Teresa;Tarjeta de Crédito;579.38
Laura;Tarjeta de Crédito;379.03
Elena;Tarjeta de Crédito;778.11
Antonio;Efectivo;523.72
María;Tarjeta de Crédito;163.17
Pedro;Efectivo;1837.87
Elena;Bizum;520.56
Isabel;Tarjeta de Crédito;1215.97
Luis;Bizum;536.14
Raúl;Tarjeta de Crédito;1684.09
Lucía;Bizum;142.23
Raúl;Efectivo;544.11
Carmen;Tarjeta de Crédito;269.59
Isabel;Bizum;1636.54
Pedro;Bizum;132.26
Marta;Tarjeta de Crédito;1067.32
Carmen;Efectivo;1865.27
Juan;Tarjeta de Crédito;807.34
Carmen;Tarjeta de Crédito;151.55
Pedro;Bizum;1545.03
Juan;Bizum;475.78
Miguel;Tarjeta de Crédito;1962.55
Antonio;Efectivo;38.12
Teresa;Tarjeta de Crédito;1822.92
Sofía;Tarjeta de Crédito;425.82
Ana;Bizum;1710.55
Diego;Tarjeta de Crédito;219.98
Elena;Bizum;480.84
Elena;Tarjeta de Crédito;1746.86
Miguel;Bizum;172.06
Carmen;Bizum;907.28
Sofía;Tarjeta de Crédito;283.78
Marta;Efectivo;1618.75
Lucía;Efectivo;308.29
Juan;Bizum;1522.7
Sofía;Bizum;1054.58
Pedro;Tarjeta de Crédito;1241.4
Diego;Tarjeta de Crédito;1783.74
Lucía;Bizum;1086.72
Juan;Bizum;177.51
Diego;Bizum;1720.16
Marta;Bizum;1792.01
Laura;Bizum;602.42
Ana;Efectivo;79.78
Raúl;Bizum;1203.17
Carlos;Tarjeta de Crédito;925.46
Antonio;Tarjeta de Crédito;661.91
Carlos;Efectivo;1209.89
Elena;Efectivo;670.46
Roberto;Efectivo;675.99
Carlos;Tarjeta de Crédito;1200.68
Lucía;Tarjeta de Crédito;1987.51
Ana;Bizum;1831.79
Luis;Bizum;1833.08
Raúl;Bizum;531.54
Sofía;Bizum;235.33
María;Efectivo;1102.63
Miguel;Efectivo;613.74
Elena;Tarjeta de Crédito;1730.93
Diego;Tarjeta de Crédito;636.01
Roberto;Bizum;1789.38
Miguel;Tarjeta de Crédito;1949.43
Ana;Tarjeta de Crédito;1043.58
Marta;Tarjeta de Crédito;77.37
Antonio;Efectivo;487.97
Isabel;Bizum;598.7
Carmen;Efectivo;1480.59
Carlos;Tarjeta de Crédito;682.29
Carlos;Tarjeta de Crédito;1816.83
Diego;Bizum;871.82
Isabel;Efectivo;1361.78
Isabel;Efectivo;253.87
Sofía;Efectivo;1247.71
Carmen;Tarjeta de Crédito;1729.67
Antonio;Tarjeta de Crédito;183.68
Antonio;Tarjeta de Crédito;1030.89
Sofía;Efectivo;524.52
Roberto;Tarjeta de Crédito;1784.83
María;Efectivo;1248.22
Antonio;Tarjeta de Crédito;1069.85
Carmen;Bizum;1181.41
Carmen;Efectivo;1739.29
Miguel;Efectivo;672.58
Elena;Tarjeta de Crédito;59.11
Juan;Tarjeta de Crédito;222.1
Luis;Bizum;1767.09
Raúl;Bizum;1745.85
Laura;Efectivo;175.92
Marta;Bizum;647.22
Roberto;Bizum;1539.6
Laura;Efectivo;1130.97
Roberto;Tarjeta de Crédito;1689.32
Miguel;Tarjeta de Crédito;185.99
María;Efectivo;1471.53
Carmen;Tarjeta de Crédito;340.03
María;Bizum;775.92
Pedro;Tarjeta de Crédito;445.79
Pedro;Tarjeta de Crédito;1769.72
Isabel;Tarjeta de Crédito;942.28
Marta;Tarjeta de Crédito;1236.23
Lucía;Bizum;556.1
Isabel;Bizum;725.66
Marta;Efectivo;822.3
Luis;Efectivo;1989.02
Juan;Efectivo;1842.21
Laura;Tarjeta de Crédito;1396.77
Laura;Bizum;1829.72
Isabel;Bizum;1725.29
Isabel;Efectivo;799.1
Laura;Tarjeta de Crédito;1720.75
Sofía;Bizum;1845.01
Luis;Efectivo;684.37
Laura;Bizum;136.62
María;Efectivo;1539.23
Carmen;Efectivo;1283.28
Jorge;Tarjeta de Crédito;114.11
Elena;Efectivo;126.9
Roberto;Bizum;1327.32
Roberto;Bizum;1786.19
Carmen;Efectivo;1788.35
Lucía;Bizum;1870.23
Laura;Bizum;395.55
Luis;Bizum;406.56
Ana;Bizum;1167.97
Isabel;Tarjeta de Crédito;1912.46
María;Bizum;769.69
Laura;Efectivo;645.26
Elena;Tarjeta de Crédito;1327.24
Antonio;Efectivo;773.91
Miguel;Tarjeta de Crédito;1077.03
Teresa;Efectivo;564.68
Ana;Tarjeta de Crédito;567.14
Luis;Tarjeta de Crédito;1987.95
Teresa;Tarjeta de Crédito;1022.73
Laura;Tarjeta de Crédito;1633.43
Antonio;Tarjeta de Crédito;1777.37
Jorge;Tarjeta de Crédito;149.25
Teresa;Efectivo;306.57
Miguel;Bizum;878.2
Juan;Bizum;515.74
Laura;Bizum;1827.06
Ana;Efectivo;1888.56
Isabel;Efectivo;474.7
Laura;Bizum;977.14
Isabel;Efectivo;1049.8
María;Tarjeta de Crédito;1146.51
Sofía;Bizum;1664.12
María;Efectivo;1800.58
Diego;Efectivo;1219.97
Luis;Tarjeta de Crédito;1793.12
Carmen;Efectivo;395.81
Roberto;Efectivo;1192.54
Roberto;Efectivo;1733.82
Carmen;Tarjeta de Crédito;316.63
Ana;Efectivo;1691.39
Jorge;Efectivo;757.64
Pedro;Efectivo;658.28
Jorge;Efectivo;44.97
Sofía;Bizum;1592.78
Marta;Efectivo;963.03
Isabel;Bizum;1840.74
Pedro;Bizum;1036.62
Laura;Bizum;1195.18
Ana;Tarjeta de Crédito;339.0
Elena;Tarjeta de Crédito;1378.97
Elena;Bizum;457.26
Isabel;Tarjeta de Crédito;1198.87
Ana;Efectivo;1459.11
Teresa;Tarjeta de Crédito;527.12
Isabel;Efectivo;1479.06
Laura;Bizum;1481.32
Laura;Efectivo;1883.47
Marta;Bizum;1005.1
Teresa;Bizum;625.1
María;Tarjeta de Crédito;1601.12
